id,age,division,department,class,stock,reviews,feedback,rating,recommend 
6421,29,General Petite,Dresses,Dresses,1081,All around great dress,3,5,1
6422,40,General,Tops,Sweaters,944,Way to big and boxy,0,2,0
6423,65,General,Tops,Knits,862,Shrunk!,1,1,0
6424,25,General,Tops,Knits,865,Effortless and perfect,0,5,1
6425,41,General,Bottoms,Jeans,1022,Perfect aside from length,1,4,1
6426,28,General Petite,Dresses,Dresses,1109,,0,3,1
6427,43,General,Tops,Blouses,835,Lovely lace,0,5,1
6428,24,General,Tops,Knits,875,Love the fabric!,0,5,1
6429,49,General Petite,Tops,Blouses,850,Manette clipdot blouse,7,3,1
6430,31,General,Jackets,Jackets,984,Awesome jacket/blazer,0,4,1
6431,31,General,Bottoms,Pants,1059,Perfectly long,0,5,1
6432,33,General Petite,Tops,Fine gauge,903,Looks better in photos- returning immediately,0,1,0
6433,37,General Petite,Dresses,Dresses,1078,Even better in person!,1,5,1
6434,32,General Petite,Dresses,Dresses,1087,Darling but no lining!!,6,3,0
6435,44,General Petite,Jackets,Jackets,984,Love it!,0,4,1
6436,71,General,Bottoms,Pants,1059,,4,4,1
6437,25,General,Tops,Knits,868,,1,5,1
6438,35,General,Tops,Knits,1187,Cheaply made but flattering cut,5,3,1
6439,45,General,Dresses,Dresses,1099,,6,1,0
6440,26,General,Tops,Knits,860,Not great for smaller chests,0,3,1
6441,27,General,Tops,Knits,863,Love it!,0,5,1
6442,34,General Petite,Dresses,Dresses,1083,Runs very large,1,4,1
6443,42,General Petite,Dresses,Dresses,1104,Compliments,3,5,1
6444,58,General Petite,Bottoms,Pants,1051,Great romper but not for all body types!!,4,4,1
6445,28,General,Tops,Knits,862,Very comfortable (and reversible),1,5,1
6446,48,General,Tops,Blouses,829,Unique long piece,0,4,1
6447,34,General,Tops,Sweaters,940,Wanted to love this,1,1,0
6448,37,General Petite,Tops,Blouses,850,Perfect fit on me!,2,5,1
6449,45,General,Bottoms,Jeans,1030,Great fit,1,5,1
6450,39,General Petite,Dresses,Dresses,1078,Love love love,0,5,1
6451,58,General,Bottoms,Pants,1059,"Fun, true to size",3,4,1
6452,36,General Petite,Bottoms,Jeans,1038,Stylish and comfy!,0,4,1
6453,48,General,Bottoms,Skirts,1020,"So flattering, not too short",0,5,1
6454,38,General Petite,Bottoms,Jeans,1022,Sleepable jeans,0,5,1
6455,23,General,Tops,Sweaters,938,,1,5,1
6456,40,General,Dresses,Dresses,1082,Great for summer to fall,0,4,1
6457,56,General Petite,Dresses,Dresses,1072,Summer/fall wear,1,5,1
6458,35,General Petite,Tops,Fine gauge,906,Very pretty and versatile,0,5,1
6459,33,General,Bottoms,Skirts,1003,Please and thank you,5,4,1
6460,35,General Petite,Tops,Fine gauge,895,"Nice shirt, wrong body type",0,3,1
6461,42,General,Tops,Blouses,850,Beautiful swing top,5,5,1
6462,77,General,Tops,Sweaters,947,Delaney pullover,1,2,0
6463,46,General,Tops,Fine gauge,909,Farm animal pullover,0,2,0
6464,49,General,Tops,Blouses,835,Beautiful top!,1,5,1
6465,50,General Petite,Dresses,Dresses,1082,Very tricky sizing,4,4,1
6466,20,General Petite,Tops,Blouses,850,Great casual top for jeans,2,5,1
6467,36,General,Tops,Sweaters,944,,0,3,0
6468,62,General,Trend,Trend,550,Substantial!,0,5,1
6469,55,General Petite,Jackets,Outerwear,1117,,4,4,1
6470,38,General,Tops,Sweaters,947,Great sweater!,3,4,1
6471,58,General,Dresses,Dresses,1077,Disappointed,4,2,0
6472,35,General Petite,Jackets,Jackets,964,Love,0,5,1
6473,35,General,Tops,Blouses,850,Perfect top,2,5,1
6474,43,General,Tops,Fine gauge,920,Pillsville,1,4,1
6475,44,General,Tops,Knits,873,Very comfortable staple tee,1,4,1
6476,32,General,Tops,Blouses,825,Pretty top,0,5,1
6477,54,General,Tops,Blouses,850,Perfect blouse......,10,5,1
6478,37,General,Dresses,Dresses,1077,,0,5,1
6479,37,General,Trend,Trend,1135,Love this skirt,3,5,1
6480,25,General Petite,Tops,Blouses,815,Awesome print but horrible fit!,0,1,0
6481,40,General,Tops,Knits,876,One of a kind!,0,5,1
6482,43,Initmates,Intimate,Legwear,488,Great leggings,0,4,1
6483,42,General Petite,Tops,Fine gauge,895,Cute but bad shape,1,3,0
6484,47,General Petite,Dresses,Dresses,1100,A little too boxy vs swing,0,3,0
6485,58,General Petite,Dresses,Dresses,1087,Beautiful dress! beautiful style!,0,5,1
6486,69,General Petite,Dresses,Dresses,1099,Dress for all occasions,0,5,1
6487,60,General,Dresses,Dresses,1099,,1,5,1
6488,45,General,Tops,Blouses,821,Great shirt,0,5,1
6489,45,General,Bottoms,Pants,1056,Love!,0,5,1
6490,54,General,Tops,Blouses,829,Love retailer's tunics,0,5,1
6491,35,General,Bottoms,Skirts,1001,Way longer than pictured,0,3,0
6492,34,General Petite,Tops,Knits,881,Great top!,0,5,1
6493,42,General Petite,Tops,Knits,861,,0,4,1
6494,34,Initmates,Intimate,Legwear,41,Everyday tights,0,5,1
6495,30,General Petite,Dresses,Dresses,1086,Love it!,0,5,1
6496,59,General Petite,Tops,Knits,862,Quality fabric and style,0,4,1
6497,63,General,Tops,Knits,872,Quality questionable,0,3,0
6498,40,General Petite,Bottoms,Skirts,1008,Beautiful & classic,5,5,1
6499,48,General Petite,Dresses,Dresses,1084,"Love, love, love!",4,5,1
6500,53,General Petite,Tops,Knits,877,,15,3,1
6501,30,General Petite,Bottoms,Skirts,1008,Love this skirt!!!,0,5,1
6502,41,General,Dresses,Dresses,1078,Slightly annoyed,6,3,1
6503,23,Initmates,Intimate,Intimates,430,,1,4,1
6504,37,General,Tops,Sweaters,949,New fall staple,0,5,1
6505,34,General,Tops,Blouses,850,,0,3,1
6506,37,General Petite,Jackets,Jackets,965,,0,3,1
6507,36,General,Bottoms,Pants,1066,,1,5,1
6508,48,General,Dresses,Dresses,1077,Monaco tiered dress,0,5,1
6509,53,General,Tops,Knits,872,Beautifully basic...,0,5,1
6510,43,General Petite,Bottoms,Pants,1056,Great transition pants from summer to fall,0,5,1
6511,56,General,Tops,Knits,862,Love this twist-front tee,0,5,1
6512,59,Initmates,Intimate,Swim,381,Breastfeeding friendly,7,5,1
6513,41,General Petite,Tops,Knits,862,Cuter in person!,2,5,1
6514,39,General Petite,Dresses,Dresses,1079,So fun,0,5,1
6515,28,General Petite,Tops,Blouses,824,,0,5,1
6516,30,Initmates,Intimate,Layering,520,,0,5,1
6517,37,General Petite,Bottoms,Jeans,1035,Perfect fit!,0,5,1
6518,63,General,Tops,Knits,862,Perfect all seasons,0,5,1
6519,40,General Petite,Intimate,Lounge,128,Amazing!,0,5,1
6520,38,General,Dresses,Dresses,1110,Elegant sundress,1,5,1
6521,32,Initmates,Intimate,Swim,514,Super cute * runs small,3,5,1
6522,47,General Petite,Tops,Knits,862,,3,1,0
6523,33,General Petite,Bottoms,Pants,1060,,0,5,1
6524,48,General,Tops,Sweaters,952,,3,4,1
6525,37,General,Dresses,Dresses,1077,Cute dress...akward fit,0,3,0
6526,38,General,Dresses,Dresses,1099,Ok curvy peeps! ;),0,5,1
6527,33,General,Dresses,Dresses,1100,Paper crown does it again!,0,5,1
6528,41,General Petite,Bottoms,Skirts,1004,,0,5,1
6529,51,General Petite,Bottoms,Pants,1047,,0,5,1
6530,71,General,Tops,Fine gauge,909,Comfortable-soft-lovely pattern,2,5,1
6531,36,General,Dresses,Dresses,1086,Disappointing fabric,3,1,0
6532,32,General,Dresses,Dresses,1092,,5,5,1
6533,36,General,Dresses,Dresses,1082,Beautiful dress,6,4,1
6534,52,General,Tops,Sweaters,921,Huge,9,2,0
6535,63,General Petite,Bottoms,Pants,1047,More than a jogger,0,5,1
6536,66,General Petite,Tops,Sweaters,933,Not a good look,0,3,0
6537,45,General,Tops,Fine gauge,909,This sweater is everywhere!,3,2,0
6538,44,General,Dresses,Dresses,1077,Not flattering unless you are tall and willowy,2,3,0
6539,52,General,Tops,Fine gauge,909,Perfect summer sweater,8,4,1
6540,59,General Petite,Dresses,Dresses,1095,Just great,1,5,1
6541,31,General,Tops,Knits,872,Unique item,5,4,1
6542,71,General Petite,Dresses,Dresses,1077,Petites beware,0,1,0
6543,35,General,Dresses,Dresses,1091,"Beautiful dress, but ill-fitting",2,2,0
6544,29,General Petite,Tops,Knits,862,Very soft and cute design,0,4,1
6545,65,General,Tops,Knits,868,So soft but tickles :d,0,5,1
6546,40,General,Tops,Blouses,836,"Very pretty blouse, just as pictured",0,5,1
6547,37,General,Tops,Blouses,828,"Cute, but boxy",1,3,0
6548,65,General,Jackets,Jackets,975,,7,5,1
6549,27,General,Bottoms,Jeans,1022,Perfect fit,0,5,1
6550,39,General,Dresses,Dresses,1078,Almost passed,1,5,1
6551,35,General Petite,Dresses,Dresses,1081,Runs big,0,4,1
6552,37,Initmates,Intimate,Sleep,64,,0,5,1
6553,51,General Petite,Tops,Blouses,831,A perfect white top,3,5,1
6554,46,General Petite,Tops,Blouses,824,,2,5,1
6555,38,General Petite,Dresses,Dresses,1095,Super cute!,1,5,1
6556,42,General,Dresses,Dresses,1078,Easy comfortable dress,0,5,1
6557,44,Initmates,Intimate,Layering,166,,0,5,1
6558,66,General,Dresses,Dresses,1110,"Beautiful, but too big.",1,5,1
6559,59,General,Tops,Sweaters,927,Inspired,3,4,1
6560,66,General,Tops,Blouses,836,Excited ... but ...,0,5,1
6561,35,General Petite,Tops,Blouses,836,Staple with a twist,4,5,1
6562,49,General,Bottoms,Skirts,1009,Love this skirt!,8,5,1
6563,23,General Petite,Dresses,Dresses,1081,Absolutely gorgeous,0,4,1
6564,43,General Petite,Tops,Knits,873,Versatile,0,4,1
6565,33,General Petite,Tops,Blouses,829,,0,5,1
6566,65,Initmates,Intimate,Layering,166,Love`,1,5,1
6567,49,General Petite,Tops,Sweaters,936,Love this mock neck,1,5,1
6568,53,General,Bottoms,Pants,1059,,0,5,1
6569,66,General,Dresses,Dresses,1082,Cute but big!,3,5,1
6570,41,General Petite,Tops,Knits,862,Pretty wrap top,0,4,1
6571,39,General,Dresses,Dresses,1077,Nice enough,15,4,1
6572,29,General,Tops,Blouses,831,Love this,0,5,1
6573,24,General Petite,Tops,Knits,872,"Pretty top, runs large",0,4,1
6574,48,Initmates,Intimate,Lounge,742,Very comfy,1,4,1
6575,27,Initmates,Intimate,Layering,608,Great little slip or even summer dress,3,5,1
6576,54,General Petite,Tops,Blouses,836,Defined waist,2,5,1
6577,52,General,Tops,Knits,861,Disappointing,3,3,0
6578,35,General,Bottoms,Skirts,1011,Loved it from the moment i saw it,3,5,1
6579,35,General Petite,Dresses,Dresses,1078,"Beautiful bright color, form fitting.",1,5,1
6580,44,Initmates,Intimate,Lounge,192,Boxy moo moo,0,2,0
6581,50,General,Tops,Knits,875,"Amazing, feminine and comfy!!",0,5,1
6582,54,General,Dresses,Dresses,1078,Breathtaking!,0,5,1
6583,33,General Petite,Dresses,Dresses,1080,Maximizes bust if that's what you want,0,4,1
6584,22,General,Jackets,Outerwear,1131,Doesn't look the same as picture,1,3,1
6585,43,General Petite,Tops,Knits,886,,3,5,1
6586,29,Initmates,Intimate,Swim,317,Unexpected find,1,5,1
6587,36,General Petite,Bottoms,Jeans,1035,Post partum heaven,0,5,1
6588,38,General,Dresses,Dresses,1094,Beautiful summer dress!,3,4,1
6589,65,General Petite,Bottoms,Pants,1060,Lovely!,3,4,1
6590,42,General,Dresses,Dresses,1110,A gorgeous dress,0,5,1
6591,48,General Petite,Tops,Knits,860,Beautiful in blue!,2,5,1
6592,55,General Petite,Tops,Blouses,820,Beautiful!,7,5,1
6593,54,General,Bottoms,Pants,1066,Pilcro perfect,0,5,1
6594,55,General Petite,Dresses,Dresses,1095,Simple and beautiful,1,5,1
6595,35,General,Dresses,Dresses,1098,Love this dress,5,5,1
6596,62,General,Dresses,Dresses,1077,"Gorgeous material, beautiful cut",2,5,1
6597,46,General,Tops,Fine gauge,895,Nice neutral colors for fall,0,4,1
6598,39,General,Bottoms,Pants,1059,Stylish l comfortable l versatile,0,5,1
6599,43,General,Tops,Knits,868,Boxy and unflattering,4,2,0
6600,37,General,Tops,Knits,862,Good summer tank,0,5,1
6601,27,General Petite,Dresses,Dresses,1092,Love it!,0,5,1
6602,83,General Petite,Tops,Sweaters,933,Comfortable,4,5,1
6603,35,General Petite,Tops,Knits,872,Perfect until washed,0,3,0
6604,35,General,Tops,Fine gauge,895,"Fits strange, flimsy material",0,2,0
6605,42,Initmates,Intimate,Legwear,144,,0,5,1
6606,30,Initmates,Intimate,Legwear,169,,0,5,1
6607,42,General Petite,Dresses,Dresses,1081,So flattering!,15,5,1
6608,58,General Petite,Tops,Knits,875,,2,5,1
6609,42,General,Tops,Knits,861,White is see-through,1,3,0
6610,21,General,Tops,Fine gauge,897,A little too big...,0,4,1
6611,38,General,Tops,Knits,861,What's with the pocket?,0,4,1
6612,35,General,Dresses,Dresses,1080,"Cute, go to dress",0,5,1
6613,42,General Petite,Dresses,Dresses,1110,"Beautiful fabric and flow, but it's like a tent",3,4,1
6614,41,General,Tops,Knits,863,Fun,0,4,1
6615,43,General,Tops,Fine gauge,909,Beautiful but not for those who are short waisted,32,4,1
6616,65,General,Tops,Sweaters,936,"Sweater, not a coat.. but amazing",11,5,1
6617,42,General Petite,Dresses,Dresses,1077,New favorite lbd,1,4,1
6618,32,Initmates,Intimate,Swim,380,,0,5,1
6619,41,Initmates,Intimate,Swim,242,Great vintage inspired bathing suit,3,5,1
6620,46,General Petite,Tops,Blouses,835,Unwearable but pretty,0,1,0
6621,49,Initmates,Intimate,Layering,121,Had to return,2,2,0
6622,62,General,Bottoms,Pants,1059,Love these pants,0,5,1
6623,46,General,Tops,Blouses,823,Such a fun top!,0,5,1
6624,38,General Petite,Jackets,Jackets,964,"It's a beautiful, wearable hug",14,5,1
6625,43,General,Tops,Blouses,820,Heavy fabric. large top,3,3,0
6626,38,General,Jackets,Jackets,967,Very unique,0,5,1
6627,31,General,Dresses,Dresses,1083,Can i wear this everyday?? amaze!,5,5,1
6628,47,Initmates,Intimate,Lounge,290,Great fall sweater,0,5,1
6629,54,General Petite,Bottoms,Pants,1066,Perfect!,1,5,1
6630,28,General Petite,Dresses,Dresses,1077,,0,5,1
6631,41,General Petite,Dresses,Dresses,1086,Surprisingly very flattering!,2,5,1
6632,48,General,Tops,Knits,854,Floral fave,0,5,1
6633,39,General,Tops,Knits,872,"Like it, comfy, nice but dind't keep",0,4,1
6634,60,General,Tops,Knits,865,This top looks so cute on,0,4,1
6635,48,General,Tops,Blouses,825,Perfect white top!,8,5,1
6636,20,General,Tops,Knits,873,Perfect pocket tee,1,5,1
6637,55,General,Dresses,Dresses,1092,Can't wait to wear it!,0,5,1
6638,52,General,Tops,Knits,875,"Cute, but runs a little small",4,4,1
6639,34,General,Tops,Blouses,834,,0,5,1
6640,31,General,Dresses,Dresses,1110,Sweetest summer dress!,1,5,1
6641,44,General,Tops,Knits,872,I beautiful and feels good,2,5,1
6642,42,General,Tops,Blouses,829,Comfortable,1,4,1
6643,52,General Petite,Tops,Knits,872,This top could have been so sweet!,3,2,0
6644,40,General Petite,Bottoms,Pants,1059,Obsessed,0,5,1
6645,58,General,Bottoms,Pants,1056,Great staple,0,5,1
6646,52,General,Tops,Knits,868,Love the fabric and the hi-low style,0,5,1
6647,32,General,Tops,Knits,862,Just what i wanted,1,5,1
6648,61,General,Bottoms,Pants,1046,Everything about these joggers is positive!,0,5,1
6649,77,General,Tops,Knits,877,Very cool shirt,5,5,1
6650,46,General Petite,Tops,Blouses,820,"Pretty, soft, comfortable and true to size",0,5,1
6651,55,General Petite,Bottoms,Pants,1066,Great summer pants,3,5,1
6652,34,General Petite,Tops,Fine gauge,895,Sparkly sweater,0,2,0
6653,34,General Petite,Dresses,Dresses,1110,Good for small chests,10,3,1
6654,32,General,Bottoms,Skirts,1011,Looks good online,0,2,0
6655,33,General,Tops,Knits,862,Beautiful but has flaws,1,3,1
6656,36,General,Tops,Knits,866,Arms=super tight,0,3,1
6657,39,General,Dresses,Dresses,1078,Against the majority,2,5,1
6658,48,General,Tops,Knits,862,,0,4,1
6659,24,General Petite,Dresses,Dresses,1078,My new favorite dress,1,5,1
6660,26,General,Tops,Knits,872,Ultimately unimpressed,3,3,0
6661,33,Initmates,Intimate,Swim,514,Runs very small,19,3,0
6662,47,General,Tops,Blouses,823,Gorgeous top! love that it comes in petite,1,5,1
6663,39,General,Tops,Sweaters,936,Cute topper,2,5,1
6664,42,General Petite,Bottoms,Pants,1053,"Finally, a jumpsuit that fits the short waisted!",4,5,1
6665,66,General Petite,Tops,Knits,878,Cozy lounger,2,5,1
6666,62,General Petite,Dresses,Dresses,1099,Beautiful dress!,1,5,1
6667,72,General Petite,Dresses,Dresses,1087,How many stylists did it take...,2,2,0
6668,39,General,Bottoms,Skirts,998,So nice for fall,2,4,1
6669,36,General,Tops,Fine gauge,899,,1,2,0
6670,63,General,Bottoms,Pants,1056,A great basic but beware of stretching!,0,4,1
6671,49,General,Dresses,Dresses,1084,,0,4,1
6672,48,General Petite,Tops,Knits,881,"Love it, it's much longer on me",21,5,1
6673,37,General,Dresses,Dresses,1095,Frumpy,0,2,0
6674,56,General,Tops,Knits,872,Flattering fit and comfortable fabric,1,5,1
6675,36,General Petite,Tops,Blouses,834,Runs very large,2,4,1
6676,64,General Petite,Dresses,Dresses,1081,Touch it!,2,5,1
6677,37,General Petite,Tops,Knits,861,Too short,5,2,0
6678,49,General,Dresses,Dresses,1078,,0,5,1
6679,52,General,Tops,Blouses,835,"Beautiful red blouse, dress up dress down",7,5,1
6680,53,General,Dresses,Dresses,1094,Loved in theory,4,3,0
6681,40,General,Bottoms,Pants,1055,"Soooo cute, but short rise.",3,1,0
6682,27,General,Dresses,Dresses,1078,,0,5,1
6683,49,General,Dresses,Dresses,1082,Lovely black and white embroidered dress,1,5,1
6684,33,General Petite,Tops,Knits,862,Cute and comfy,0,5,1
6685,35,General Petite,Bottoms,Skirts,1008,Good skirt,1,5,1
6686,47,General Petite,Tops,Sweaters,936,Great alternative to a sweat shirt,1,5,1
6687,54,General,Dresses,Dresses,1151,,0,5,1
6688,62,General,Dresses,Dresses,1078,,7,5,1
6689,38,General,Tops,Knits,867,,1,4,1
6690,27,General Petite,Intimate,Lounge,631,Beautiful chemise,0,4,1
6691,47,Initmates,Intimate,Lounge,260,So pretty!,2,5,1
6692,47,General,Bottoms,Pants,1068,Relaxed fit,1,4,1
6693,31,General,Dresses,Dresses,1095,"Beautiful dress, just not for me",3,4,1
6694,53,General Petite,Dresses,Dresses,1085,Great features,7,5,1
6695,59,General Petite,Tops,Blouses,829,,5,5,1
6696,21,General Petite,Tops,Blouses,824,Terrible,0,1,0
6697,37,General Petite,Jackets,Jackets,984,Pilcro is king at denim jackets!,5,5,1
6698,74,General Petite,Bottoms,Skirts,996,Darker in person,3,4,1
6699,38,General,Dresses,Dresses,1078,Comfortable meets cute,4,4,1
6700,33,General Petite,Tops,Fine gauge,895,No,2,1,0
6701,36,General,Tops,Sweaters,942,Girl scout smock,1,3,0
6702,24,General Petite,Dresses,Dresses,1110,"Beautiful dress, weird sizing",0,4,1
6703,23,General,Tops,Knits,865,Not flattering,15,2,0
6704,30,General,Bottoms,Pants,1068,,0,4,1
6705,33,General,Tops,Knits,873,,0,5,1
6706,36,General,Tops,Knits,877,,7,5,1
6707,52,General,Tops,Blouses,828,Favorite everyday shirt!,2,5,1
6708,42,General Petite,Tops,Fine gauge,912,,1,3,1
6709,42,General,Bottoms,Skirts,993,Knit skirts are the best,4,5,1
6710,70,General,Tops,Blouses,828,Perfect white blouse,1,5,1
6711,49,General,Dresses,Dresses,1081,,18,2,0
6712,35,General,Jackets,Jackets,974,Just ok,1,3,0
6713,26,General Petite,Tops,Fine gauge,903,Pretty in pink,0,5,1
6714,50,General,Dresses,Dresses,1083,Meh - pretty but matronly,0,3,0
6715,32,General,Dresses,Dresses,1087,,0,5,1
6716,56,General Petite,Bottoms,Jeans,1038,Super comfortable and flattering,6,4,1
6717,60,General,Tops,Knits,860,Pleated ruffle tank crimson,0,5,1
6718,41,General,Dresses,Dresses,1091,,12,5,1
6719,20,General Petite,Dresses,Dresses,1092,Sweet summer dress,1,5,1
6720,44,General,Dresses,Dresses,1085,Needs a zipper,5,3,1
6721,28,General,Dresses,Dresses,1099,Disappointed in the fit,2,2,0
6722,56,General,Dresses,Dresses,1094,Gorgeous turquoise color,19,5,1
6723,62,General,Tops,Fine gauge,907,"Nice sweater, on sale too!",0,5,1
6724,55,General,Dresses,Dresses,1086,Love this dress!,5,4,1
6725,41,General,Bottoms,Shorts,480,High-waist + comfy,2,5,1
6726,36,General,Dresses,Dresses,1092,This sweater dress is a keeper,5,4,1
6727,48,General,Tops,Knits,861,This is not red!,0,3,0
6728,31,General,Dresses,Dresses,1111,Love this dress,0,5,1
6729,63,General,Dresses,Dresses,1096,Gorgeous dress!,25,5,1
6730,43,General Petite,Dresses,Dresses,1081,Cute with boots and tights for winter,0,4,1
6731,36,General,Dresses,Dresses,1077,Just okay,1,3,0
6732,59,General Petite,Dresses,Dresses,1086,,2,5,1
6733,48,General Petite,Dresses,Dresses,1092,,4,3,1
6734,34,General Petite,Dresses,Dresses,1098,Cute but not worth the price,0,4,1
6735,63,General,Dresses,Dresses,1078,Great first romper,2,5,1
6736,34,General,Bottoms,Jeans,1037,Super cute cords,0,5,1
6737,33,Initmates,Intimate,Legwear,745,Super soft and comfortable,0,5,1
6738,62,General,Tops,Blouses,834,Great shirt,0,4,1
6739,53,General,Dresses,Dresses,1081,Definitely size down,0,4,1
6740,27,General,Tops,Knits,862,Great colors,0,4,1
6741,34,General Petite,Dresses,Dresses,1110,Love!!!,2,5,1
6742,38,General,Tops,Knits,25,Adorable and cozy,0,5,1
6743,46,General,Dresses,Dresses,1082,Priceless classic,0,5,1
6744,37,General Petite,Tops,Sweaters,927,,0,5,1
6745,58,General Petite,Tops,Knits,867,Super cute,5,5,1
6746,40,General,Dresses,Dresses,1072,Beautiful print!,0,5,1
6747,42,General Petite,Tops,Sweaters,936,Cute!,0,5,1
6748,58,General Petite,Jackets,Jackets,974,Great addition to fall/winter wardrobe,0,5,1
6749,39,General,Bottoms,Jeans,1033,Great jeans for tall ladies,0,5,1
6750,27,General,Tops,Fine gauge,920,Stunning and sexy,0,5,1
6751,32,General,Dresses,Dresses,1074,Yes!,3,5,1
6752,31,General,Dresses,Dresses,1078,,0,5,1
6753,68,Initmates,Intimate,Swim,598,Not worth the price but looks good!,7,3,0
6754,62,General,Bottoms,Skirts,995,Possibly the cutest skirt ever!,11,5,1
6755,38,Initmates,Intimate,Lounge,371,Disappointed,1,1,0
6756,60,General Petite,Jackets,Jackets,1119,Beautiful lightweight leather vest,0,5,1
6757,52,General Petite,Tops,Sweaters,933,Cute sweater,0,4,1
6758,39,General,Bottoms,Pants,1059,Beautiful color (red/orange) and drape!,1,4,1
6759,26,Initmates,Intimate,Lounge,774,Ruffle dress,1,5,1
6760,36,General Petite,Tops,Knits,862,Elevates a basic turtleneck,2,5,1
6761,32,General Petite,Tops,Knits,873,Run large,3,3,0
6762,44,General Petite,Bottoms,Skirts,992,Circa 1970 peasant style skirt,7,4,1
6763,66,General,Tops,Fine gauge,907,Gorgeous.,0,5,1
6764,60,General,Bottoms,Shorts,316,"Love, love, love",17,5,1
6765,54,General Petite,Dresses,Dresses,1092,Very tight on top!,2,4,1
6766,54,General Petite,Tops,Blouses,828,Coolest shirt ever,1,5,1
6767,29,General,Tops,Blouses,828,Cute,4,4,1
6768,47,General,Bottoms,Skirts,995,Get it now,3,5,1
6769,32,General,Tops,Blouses,829,Oh so sweet when it's the right fit,4,5,1
6770,41,General Petite,Dresses,Dresses,1078,,6,4,1
6771,32,General,Dresses,Dresses,1082,Just what i hoped for,1,5,1
6772,36,General,Tops,Blouses,829,In love!! best buy of the year,0,5,1
6773,34,Initmates,Intimate,Legwear,90,Feel like leggings - look like pants!,2,5,1
6774,33,General,Dresses,Dresses,1098,Adorable!!! however...,1,3,0
6775,49,General,Dresses,Dresses,1095,,3,5,1
6776,68,General Petite,Tops,Blouses,836,Not your normal white shirt!,0,4,1
6777,46,General,Tops,Knits,867,Red in xl is pretty,0,4,1
6778,42,General,Tops,Sweaters,927,Unflattering cut,3,3,0
6779,42,General,Tops,Knits,860,Love it! want the blue color too.,0,5,1
6780,65,General,Tops,Knits,863,Bright and fun,0,4,1
6781,64,General,Bottoms,Pants,1047,Flattering and comfy,2,5,1
6782,63,General,Tops,Sweaters,933,,0,3,1
6783,39,General,Dresses,Dresses,1078,Amazing dress,0,5,1
6784,30,Initmates,Intimate,Swim,355,So cute in person!,2,5,1
6785,28,General Petite,Tops,Knits,865,"Nice top, but not for petites with larger busts",0,3,1
6786,47,General Petite,Tops,Sweaters,936,Perfect sweater for chilly weather,0,5,1
6787,34,General,Dresses,Dresses,1078,Such high hopes!,0,3,0
6788,42,General Petite,Tops,Knits,867,,1,5,1
6789,46,General,Tops,Knits,883,,2,3,1
6790,41,General,Bottoms,Pants,1060,Unique and flattering,0,5,1
6791,41,General,Dresses,Dresses,1072,Beautifully bohemian,1,5,1
6792,42,General,Tops,Knits,862,Poor quality,2,2,0
6793,49,General,Bottoms,Skirts,1008,"Unique style, but clingy",0,4,1
6794,39,General,Dresses,Dresses,1072,Love this dress,1,5,1
6795,44,General,Tops,Blouses,816,So cute but buttons pop off,1,3,0
6796,73,Initmates,Intimate,Layering,545,Every woman's cami,3,5,1
6797,57,General,Bottoms,Jeans,1033,Black pilcor pants,1,5,1
6798,34,General Petite,Intimate,Lounge,249,,0,5,1
6799,43,General,Tops,Knits,854,Winner,1,4,1
6800,28,General Petite,Dresses,Dresses,1078,Great dress for ladies with smaller curves,1,2,0
6801,35,General Petite,Dresses,Dresses,1099,Runs large!,0,5,1
6802,41,General Petite,Tops,Fine gauge,895,,5,5,1
6803,56,General Petite,Tops,Sweaters,940,So flattering,1,5,1
6804,33,General,Tops,Blouses,836,"So cute, but size up!!",1,5,1
6805,66,General Petite,Tops,Blouses,836,A bit underwhelmed,1,4,1
6806,61,General,Tops,Sweaters,927,Perfect fall sweater,0,5,1
6807,40,General,Dresses,Dresses,1104,,0,3,1
6808,40,General,Dresses,Dresses,1077,Love this dress!,0,5,1
6809,74,General Petite,Tops,Knits,879,Great maternity top,0,4,1
6810,94,General,Dresses,Dresses,1094,,0,1,0
6811,36,General,Tops,Blouses,819,,0,5,1
6812,39,General Petite,Tops,Blouses,829,Pink,0,5,1
6813,22,General,Tops,Knits,864,Very feminine top,0,3,1
6814,38,General,Dresses,Dresses,1103,Feminine beauty,0,3,0
6815,91,General,Bottoms,Jeans,1028,Pajama jeans,3,2,0
6816,54,General,Bottoms,Pants,1049,Nice length,11,4,1
6817,26,General Petite,Tops,Knits,861,Super comfy,11,5,1
6818,35,General,Tops,Knits,862,,0,4,1
6819,40,General Petite,Tops,Knits,868,Very boxy,9,3,0
6820,32,General,Bottoms,Shorts,433,These will be my go to summer shorts!,2,5,1
6821,67,General,Tops,Knits,878,Pleasantly surprised,6,4,1
6822,33,General,Dresses,Dresses,1089,,9,1,0
6823,51,General,Dresses,Dresses,1078,Runs small,2,4,1
6824,48,Initmates,Intimate,Layering,591,Nice cami with cute detail,0,5,1
6825,66,General,Dresses,Dresses,1086,Not for me,0,4,1
6826,46,General,Dresses,Dresses,1078,Summer dress,0,5,1
6827,25,General,Tops,Knits,883,Not worth the price,0,3,0
6828,43,General Petite,Tops,Knits,862,Nah,1,3,0
6829,42,General,Tops,Knits,875,Scratchy,0,1,0
6830,34,Initmates,Intimate,Swim,741,,5,3,0
6831,32,General,Dresses,Dresses,1092,Cute dress online but not for me,0,3,0
